original_text,true_label,predicted_label,is_correct,error_type
"Factbox: Trump plan to dismantle 'Dreamer' program draws strong responses (Reuters) - The Trump administration drew vigorous responses to its announcement on Tuesday it would be ending an Obama-era program that allows children to stay in the United States who entered the country illegally.  Business executives, politicians and rights groups were outspoken in their reactions to the plan to dismantle the Deferred Action for Childhood Arrivals (DACA), whose beneficiaries were known as Dreamers. “Kicking them out won’t lower the unemployment rate or lighten anyone’s taxes or raise anybody’s wages ... Ultimately, this is about basic decency. This is about whether we are a people who kick hopeful young strivers out of America or whether we treat them the way we’d want our own kids to be treated.  It’s about who we are as a people – and who we want to be.” - Former President Barack Obama in a statement  * “Today is a cruel day for Dreamers, our families, and all Americans ... President Trump just threw the lives and futures of 800,000 Dreamers and their families, including my own, into fearful disarray, and injected chaos and uncertainty into thousands of workplaces and communities across America. He is using the lives of 800,000 people as pawns.” - Lorella Praeli, director of immigration policy for the American Civil Liberties Union * “It is my hope that the House and Senate, with the president’s leadership, will be able to find consensus on a permanent legislative solution that includes ensuring that those who have done nothing wrong can still contribute as a valued part of this great country.” - Republican House Speaker Paul Ryan in a statement * “This is a sad day for our country. The decision to end DACA is not just wrong. It is particularly cruel to offer young people the American Dream, encourage them to come out of the shadows and trust our government, and then punish them for it ... It’s time for Congress to act to pass the bipartisan Dream Act or another legislative solution that gives Dreamers a pathway to citizenship.” - Facebook CEO Mark Zuckerberg in a Facebook post * “President Obama wrongly believed he had the authority to re-write our immigration law. Today’s action by President Trump corrects that fundamental mistake. This Congress will continue working on securing our border and ensuring a lawful system of immigration that works.” - Senate Republican leader Mitch McConnell * “I applaud President Trump for phasing out DACA ... The Obama-era program went far beyond the executive branch’s legitimate authority ... President (Barack) Obama unilaterally conferred lawful presence and work authorization, and then President Obama used that lawful-presence dispensation to unilaterally confer U.S. citizenship.” - Texas Attorney General Ken Paxton * “Let’s lay the truth bare: President Trump has knowingly deceived the American people over the past seven months about his intentions to protect the innocent young men and women of the DACA program ... Now they will be awake at night wondering whether tomorrow will be their last day on American soil.” - Javier Palomarez, president of the U.S. Hispanic Chamber of Commerce, in a statement also announcing his resignation from Trump’s diversity council * “When people come here to learn, work hard and give back to their communities, we should allow them to stay in the United States.” JPMorgan Chase & Co chief executive Jamie Dimon, chairman of the Business Roundtable, a group of CEOs of the nation’s largest companies * “DACA was an unconstitutional overreach by the Obama administration that created incentives for children from Central America to take great risks to enter America illegally. The president has given Congress six months to get our act together and fix our broken legal immigration system, end incentives for illegal entry, lawfully protect the Dreamers, and secure our borders.” - Republican Senator Ron Johnson, chairman of the Homeland Security and Governmental Affairs Committee * “In our view, DACA was an unconstitutional abuse of executive authority by President Obama ... Congress should seize this opportunity to come together and forge these much-needed reforms in our nation’s immigration policy.” - Statement from the Federation for American Immigration Reform * “We say this even though Microsoft ... cares greatly about modernizing the tax system and making it fairer and more competitive. But we need to put the humanitarian needs of these 800,000 people on the legislative calendar before a tax bill.” - Microsoft president Brad Smith in a statement, adding that Microsoft has at least 39 Dreamers and will pay for their legal counsel in fighting to stay in the United States ",1,0,False,False Positive (Legit predicted as Fake)
"Trump on Obamacare repeal: from boasts of greatness to lessons learned (Reuters) - President Donald Trump on Friday was dealt his biggest blow since taking office just over two months ago when House Republican leaders pulled legislation to overhaul the U.S. healthcare system.  Throughout his presidential campaign and since taking office, Trump had repeatedly vowed to repeal and replace Obamacare, the signature domestic achievement of his Democratic predecessor, Barack Obama. Below are a sampling of tweets that Trump posted in March on his plans to repeal Obamacare, followed by comments from Trump on Friday after his fellow Republicans yanked the plan. Tweets on vow to repeal and replace Obamacare: March 7: “Our wonderful new Healthcare Bill is now out for review and negotiation. ObamaCare is a complete and total disaster - is imploding fast!”  March 9: “Despite what you hear in the press, healthcare is coming along great. We are talking to many groups and it will end in a beautiful picture!” March 13: “ObamaCare is imploding. It is a disaster and 2017 will be the worst year yet, by far! Republicans will come together and save the day.” March 16: “Great progress on healthcare. Improvements being made - Republicans coming together!”  March 24: “After seven horrible years of ObamaCare (skyrocketing premiums & deductibles, bad healthcare), this is finally your chance for a great plan!” Trump comments on Friday after the bill was pulled:  “We learned a lot about loyalty. We learned a lot about the vote-getting process.” “Perhaps the best thing that could happen is exactly what happened today, because we’ll end up with a truly great healthcare bill in the future after this mess known as Obamacare explodes.” “We really had it. It was pretty much there, within grasp.” “We learned a lot about some very arcane rules in obviously both the Senate and the House.” ",1,0,False,False Positive (Legit predicted as Fake)
"State Department to resume briefings in March after six-week hiatus WASHINGTON (Reuters) - The U.S. State Department will resume news briefings the week of March 6, a spokesman said on Friday, breaking a silence under Secretary of State Rex Tillerson that had caused consternation among American diplomats and contributed to confusion abroad about U.S. positions on key issues. The briefings, which in the past were televised and held daily, are watched closely by U.S. allies and adversaries for signals on American positions on major international crises and developments around the world. But they have been halted ever since President Donald Trump took office on Jan. 20, a move that is unprecedented in at least the last three inter-party presidential transitions, according to online archives of briefing transcripts. The last televised news briefing at the State Department was held on Jan. 19, the last full day of Barack Obama’s presidency. The question-and-answer sessions allow reporters to press spokespeople on the nuances of U.S. foreign policy and the actions of diplomats abroad. “The Department will host press briefings beginning the week of March 6,” said Mark Toner, the State Department’s acting spokesman. “We continue to be responsive to media queries and breaking news on an ongoing basis.” Toner did not say if the briefings would be held every day, or if they would all be televised. In a statement earlier this week, Toner said the briefings might be made available to reporters outside Washington via remote video. Top officials in the Trump administration - including Vice President Mike Pence, United Nations Ambassador Nikki Haley, Homeland Security chief John Kelly, Defense Secretary Jim Mattis, and Tillerson - have at times made conflicting or diverging statements from Trump himself on issues including U.S. support for the NATO alliance, support for the two-state solution to conflict between Israelis and Palestinians, attitudes toward the news media, and the role of the U.S. military in immigration operations. The diverging messages have raised questions in foreign capitals over who actually speaks for the Trump administration and which policies it will pursue. The silence from the State Department during the tumultuous first month of Trump’s presidency has also raised fears among current and former American diplomats that the department is being sidelined and is less able to help shape U.S. foreign policy. ",1,0,False,False Positive (Legit predicted as Fake)
"Putin, wary of political tumult, shuns Russian Revolution centenary MOSCOW (Reuters) - Vladimir Putin stayed away from events marking the centenary of the Russian Revolution on Tuesday, an event that changed the world but has awkward associations for the former KGB operative who was trained to keep a lid on dissent, not celebrate it. In the Soviet era, missile launchers rumbled across Red Square on Nov. 7, Soviet leaders watched from atop the mausoleum of Vladimir Lenin   father of the Bolshevik Revolution   and the anniversary of the uprising was a public holiday. Red Square did host a military parade on Tuesday, but it was mainly a stylized historical re-enactment of a Soviet 1941 Second World War event and gave only a brief nod to the famous uprising. It was not shown live on state TV, and featured merely a brief segment on the 1917 revolution with Red Army soldiers. The centenary, Putin s spokesman said, was a routine working day for the president who had several Kremlin meetings. Accused by the opposition of having metamorphosed into a cross between a Soviet-style autocrat and a Tsar and eyeing possible re-election next year, the 65-year-old Russian leader has spent years preaching stability while denouncing uprisings in the former Soviet Union and the Middle East. Riot police have cracked down on a string of anti-government protests this year, carrying out mass detentions, and opposition leader and fierce Putin critic Alexei Navalny has been jailed three times for breaking public protest rules.      Putin, in his quest to weld a proud national identity, has cherry-picked parts of Russia s Soviet past, like its World War Two victory and its success in space. But while he does not stress Communism s role in those feats, he has sometimes struck an ambivalent tone, once calling the 1991 Soviet collapse the greatest geopolitical catastrophe of the twentieth century.    In rare comments on the subject ahead of the centenary, Putin made clear he thought it would have been better if the 1917 Revolution had never happened, and that he believed there was nothing to celebrate.  ... We see how ambiguous its results were, how closely the negative and, we must acknowledge, the positive consequences of those events are intertwined,  Putin told a gathering of academics last month.   Was it not possible to follow an evolutionary path rather than go through a revolution? Could we not have evolved by way of gradual and consistent forward movement rather than at the cost of destroying our statehood and the ruthless fracturing of millions of human lives?  Putin chose his words carefully. The centenary may leave him with mixed feelings, but it remains a hallowed anniversary for the Russian Communist party and for many older Russians. Although it is the second largest party in the lower house of parliament after the pro-Kremlin United Russia party, the Russian Communist Party wields little real influence today and votes with the Kremlin on most major issues. But its supporters, who held a week-long series of celebratory events to mark the revolution s centenary and were due to rally in Moscow later on Tuesday, believe their time will come again.  Capitalism is stumbling from one crisis to another,  veteran Russian Communist Party leader Gennady Zyuganov wrote in a centenary congratulatory note to his supporters.   We are convinced that the sun of socialism will once again rise over Russia and the whole world.  ",1,0,False,False Positive (Legit predicted as Fake)
"KARMA: Manufactured Race War Backfires…Missou Loses Top Football Recruit, Says “Their campus is out of control.” kar ma  k rm /Submit noun destiny or fate, following as effect from cause.Protests Cost Missouri a Top RecruitLouisiana high school football standout Sci Martin removed Missouri from his top five list of schools he was considering attending next fall.Sci Martin is one of the top high school recruits in the country.Sci Martin, from New Orleans, Louisiana, told reporters,  Their campus is out of control.  SEC Cuuntry reported: As if enough wasn t already going on at Missouri, the protests and racially-charged controversy have now hit the recruiting trail.Sci Martin, a 3-star defensive end and the No. 42 player in Louisiana, told SEC Country he has removed Mizzou from his top five. That narrows his list down to LSU, TCU, Utah and Oklahoma.Martin, who leads the New Orleans area in sacks this season, said he wanted no part of what s taking place in Columbia, Mo. Their campus is going out of control,  Martin said Wednesday night.Martin said Missouri was  pretty high  on his list. He previously said he liked the Tigers  coaching staff and how he fit in their defensive scheme.Because of what s going on, Missouri will no longer receive consideration. They were pretty high,  Martin said of Missouri,  but I m not going back in time with this type of madness. Sci Martin spoke with NOLA earlier this season.Via: Gateway Pundit ",0,1,False,False Negative (Fake predicted as Legit)
"JUDGE WHO COULD REPLACE SCALIA Has No Track Record On Social Issues EXCEPT This Big Ruling Judge Sri Srinivasan is a possible pick for Obama to replace Justice Scalia on the Supreme Court. We only know one particular case where he paved the way for gay marriage. Social issues like abortion and gay marriage are BIG sticking points for conservatives. Could a judge who has no track record on social issues be appointed by Obama? This would be a smart move on Obama s part because there would be no ammunition for declining this nominee. One possible contender to replace Justice Antonin Scalia on the U.S. Supreme Court is an Indian-American appeals court judge, Sri Srinivasan, who has pro-business credentials and a stellar resume.If he was nominated his background may make it more politically challenging for Republicans as they plan to block anyone put forward by President Barack Obama.Srinivasan, 48, has served on the U.S. Court of Appeals for the District of Columbia Circuit since he was confirmed on a 97-0 bipartisan vote in the U.S. Senate in May 2013. Republican senators who supported him then would likely be asked to justify why they couldn t back him for the Supreme Court.Many names are likely under consideration and the White House has not tipped its hand, but recent Supreme Court appointments have tended to be appeals court judges and the appeals court in Washington on which Srinivasan serves has often been a springboard to the high court. Scalia himself served on the court, as did other Supreme Court members Chief Justice John Roberts, Justice Clarence Thomas and Justice Ruth Bader Ginsburg.The White House said on Sunday that Obama will wait until the U.S. Senate is back in session before making a nomination. The Senate returns from recess on Feb. 22.Republicans have called for Scalia s seat to remain open so that the next president, who would take office in January 2017, can nominate a replacement. Other judges Obama could consider appointing include Paul Watford, a black man who serves on the 9th U.S. Circuit Court of Appeals, and Jacqueline Nguyen, a Vietnamese-American woman who serves on the same court as Watford.Little is known about Srinivasan s views on divisive social issues like abortion and affirmative action. But as a senior Justice Department lawyer in 2013, he was part of the legal team that successfully urged the high court to strike down the Defense of Marriage Act, a law that restricted the definition of marriage to heterosexual couples for the purposes of federal benefits. The ruling helped pave the way for the court s ruling in June 2015 that legalized gay marriage nationwide.Via: Reuters",0,1,False,False Negative (Fake predicted as Legit)
"BREAKING: OBAMA JUST TURNED INTERNET Over To International Body With NO Congressional Approval…4 AG’S From These States Are FIGHTING BACK! Has Obama sacrificed the freedom of speech we enjoy on the internet, as a way to boost his standing with foreign dictators, as he campaigns to be the next UN Secretary General?  An Obama-appointed federal judge ruled Friday that the transfer of internet domain systems oversight to an international governing body can move forward, overruling opposition from several state attorneys general and lawmakers. Read more: Zero HedgeIn their lawsuit, the attorneys general for Arizona, Oklahoma, Nevada and Texas contend that the transition, lacking congressional approval, amounts to an illegal giveaway of U.S. government property. They also express fear that the proposed new steward of the system, a nonprofit known as ICANN, would be so unchecked that it could  effectively enable or prohibit speech on the Internet. Read more: PoliticoSATURDAY   THE US HANDS OVER THE INTERNETWashington (AFP)   The US government on Saturday ended its formal oversight role over the internet, handing over management of the online address system to a global non-profit entity.The US Commerce Department announced that its contract had expired with the Internet Corporation for Assigned Names and Numbers, which manages the internet s so-called  root zone. That leaves ICANN as a self-regulating organization that will be operated by the internet s  stakeholders    engineers, academics, businesses, non-government and government groups.The move is part of a decades-old plan by the US to  privatize  the internet, and backers have said it would help maintain its integrity around the world.US and ICANN officials have said the contract had given Washington a symbolic role as overseer or the internet s  root zone  where new online domains and addresses are created.But critics, including some US lawmakers, argued that this was a  giveaway  by Washington that could allow authoritarian regimes to seize control.A last-ditch effort by critics to block the plan   a lawsuit filed by four US states   failed when a Texas federal judge refused to issue an injunction to stop the transition.Lawrence Strickling, who heads the Commerce Department unit which has managed these functions, issued a brief statement early Saturday confirming the transition of the Internet Assigned Numbers Authority (IANA). As of October 1, 2016, the IANA functions contract has expired,  he said.Stephen Crocker, ICANN s board chairman and one of the engineers who developed the early internet protocols, welcomed the end of the contract. This transition was envisioned 18 years ago, yet it was the tireless work of the global Internet community, which drafted the final proposal, that made this a reality,  he said in a statement. This community validated the multi-stakeholder model of Internet governance. It has shown that a governance model defined by the inclusion of all voices, including business, academics, technical experts, civil society, governments and many others is the best way to assure that the Internet of tomorrow remains as free, open and accessible as the Internet of today. The Internet Society, a group formed by internet founders aimed at keeping the system open, said the transition was a positive step. The IANA transition is a powerful illustration of the multi-stakeholder model and an affirmation of the principle that the best approach to address challenges is through bottom-up, transparent, and consensus-driven processes,  the group said in a statement.Via: Yahoo ",0,1,False,False Negative (Fake predicted as Legit)
" Sanders Personally Calling Dem Senators, Promising Them Party Unity As the Democratic Primary devolves into tense moments   reeling from violent and threatening outbursts stemming from the Nevada Democratic Convention   questions are being raised if Senator Sanders can, if he loses the nomination, rally his supporters behind Hillary Clinton.Media outlets and members within Democratic circles are worried a split party could hand Republican nominee Donald Trump the presidency on a silver platter. Sanders allies have denied that his supporters or continuing candidacy could deliver a Trump victory, but nerves have not been eased.That s why Bernie Sanders has decided to personally call Democratic Senators to reassure them that there will be party unity no matter who the nominee is.Senator Dick Durbin, considered the number two Democrat (next to Chuck Schumer), said he received a call from Sanders, promising unity:Durbin, the No. 2 Democrat in the Senate, came away from the conversation on Wednesday convinced that Sanders, who has all but lost the presidential nomination battle to Hillary Clinton, understands the need for party unity and will do his part to defeat presumptive Republican nominee Donald Trump. We talked about the demonstrations and such,  Durbin said Thursday in an interview.  I am convinced, as Bernie has said repeatedly, he is going to be on the team to defeat Donald Trump. I don t have any question in my mind. Also to receive a call from Sanders was Senator Barbara Boxer, who was verbally accosted at the Nevada convention and feared for her safety during and after. Sanders promised Boxer he would work to encourage a non-violent, issue oriented campaign and work to make the Democratic Party strong. In Boxer s words:He did phone me back last night and he was very distressed about it. It was a very warm conversation, and I told him, he expressed shock that his people would do it. I did tell him the vast majority of those Bernie supporters were sitting in their chairs, they were fine, But there was this group of 50-100 people, they were not young people, they were older people and he ought to check out and see, who these people are, and he said he would. In my mind when he says he does not support any type of violence, I believe him. And he s got to make sure it doesn t happen. People will follow his lead.Sanders a few days ago talked with Senate Majority Leader Harry Reid at the behest of Senate Democrats, a conversation that neither warmed feelings of unity nor fanned flames of division.While both sides have worried about unity, Sanders has gone on the record, multiple times, saying he would work tirelessly to defeat Donald Trump. And now he has begun to call party leaders with reassurance that his eye is on the prize   a blue White House.Sanders talked to other Senators who weren t named. But these outreaches are reassuring in the face of growing, mounting tension.Featured image via Justin Sullivan/Getty Images",0,1,False,False Negative (Fake predicted as Legit)
WHOA! RUSH LIMBAUGH RIPS Into Republicans Who Don’t Support Trump [Audio]  ,0,1,False,False Negative (Fake predicted as Legit)
"CONTROVERSY OVER CHRISTIAN FLAG ENGULFS SMALL TOWN Local residents supported the flag but national groups said they had received complaints about the flag. So this one is a good case of separation of church and state debate away!A month after a North Georgia county caught hell for raising the Confederate battle flag over its courthouse, another flag controversy has engulfed a small Middle Georgia town.Only this time, it has nothing to do with the Civil War.A traditional Christian flag flying over Cochran will come down Friday, after city officials bowed last week to threats of legal action and concerns over its impact on the city s  fiscal resources. The controversy began early last month, when the Cochran City Council voted against the advice of its attorney to fly the flag at city hall to help promote a local Bible-reading marathon sponsored by the International Bible Reading Association.While city officials have said local residents supported the decision, national groups including the D.C.-based Americans United for Separation of Church and State said they have received several complaints over the matter. The group recently sent letters to both the city and Bleckley County   which has flown the flag in the past   declaring that flying the Christian flag on public property violates the First Amendment.The group in part cited a recent legal case in which a North Carolina city agreed to stop displaying the Christian flag, which includes a Latin cross, at a government-sponsored veterans memorial.In a statement on its website, the city said it has decided to take the flag down  after reviewing further input from the community, detailed written legal opinions from our city attorney and a second legal opinion from a constitutional lawyer.  In the future, the city said it would only fly the U.S. and state flags at city hall.Via: ajc",0,1,False,False Negative (Fake predicted as Legit)
"JUDGE WHO COULD REPLACE SCALIA Has No Track Record On Social Issues EXCEPT This Big Ruling Judge Sri Srinivasan is a possible pick for Obama to replace Justice Scalia on the Supreme Court. We only know one particular case where he paved the way for gay marriage. Social issues like abortion and gay marriage are BIG sticking points for conservatives. Could a judge who has no track record on social issues be appointed by Obama? This would be a smart move on Obama s part because there would be no ammunition for declining this nominee. One possible contender to replace Justice Antonin Scalia on the U.S. Supreme Court is an Indian-American appeals court judge, Sri Srinivasan, who has pro-business credentials and a stellar resume.If he was nominated his background may make it more politically challenging for Republicans as they plan to block anyone put forward by President Barack Obama.Srinivasan, 48, has served on the U.S. Court of Appeals for the District of Columbia Circuit since he was confirmed on a 97-0 bipartisan vote in the U.S. Senate in May 2013. Republican senators who supported him then would likely be asked to justify why they couldn t back him for the Supreme Court.Many names are likely under consideration and the White House has not tipped its hand, but recent Supreme Court appointments have tended to be appeals court judges and the appeals court in Washington on which Srinivasan serves has often been a springboard to the high court. Scalia himself served on the court, as did other Supreme Court members Chief Justice John Roberts, Justice Clarence Thomas and Justice Ruth Bader Ginsburg.The White House said on Sunday that Obama will wait until the U.S. Senate is back in session before making a nomination. The Senate returns from recess on Feb. 22.Republicans have called for Scalia s seat to remain open so that the next president, who would take office in January 2017, can nominate a replacement. Other judges Obama could consider appointing include Paul Watford, a black man who serves on the 9th U.S. Circuit Court of Appeals, and Jacqueline Nguyen, a Vietnamese-American woman who serves on the same court as Watford.Little is known about Srinivasan s views on divisive social issues like abortion and affirmative action. But as a senior Justice Department lawyer in 2013, he was part of the legal team that successfully urged the high court to strike down the Defense of Marriage Act, a law that restricted the definition of marriage to heterosexual couples for the purposes of federal benefits. The ruling helped pave the way for the court s ruling in June 2015 that legalized gay marriage nationwide.Via: Reuters",0,1,False,False Negative (Fake predicted as Legit)
"DON’T LET HILLARY HIJACK THE FLINT WATER CRISIS: Audit Finds State Regulators At Fault Hillary Clinton came to visit the citizens of Flint recently and then campaign commercials popped up claiming the Flint residents would be  saved  by Granny Clinton. It s what she does best pandering to the black community. She wants the people to believe that the Republicans have decided to poison the people of Flint and she s here to save the day. Well, we ve got the truth and we re hoping you ll spread it far and wide. This is about STATE regulators who dropped the ball when Flint switched from Detroit water to Flint:FLINT, Mich. (AP)   Michigan environmental regulators made crucial errors as Flint began using a new drinking water source that would become contaminated with lead, auditors said Friday, as crews in the city started to dig up old pipes connecting water mains to homes.The report by the state auditor general found that staffers in the Department of Environmental Quality s drinking water office failed to order the city to treat its water with anti-corrosion chemicals as it switched to the Flint River in April 2014, but also said the rules they failed to heed may not be strong enough to protect the public.Flint had been using water from the Detroit system but made the change to save money, planning eventually to join a consortium that would have its own pipeline to the lake. The corrosive river water scraped lead from aging pipes that tainted water in some homes and schools, and has been blamed for elevated lead levels in some children s bloodstreams. If consumed, lead can cause developmental delays and learning disabilities.Crews on Friday dug up a lead service line in Flint and replaced it with a copper one at the home of an expectant couple. It marked the first residential lead pipe removal that is part of Mayor Karen Weaver s Fast Start initiative designed to replace all lead service lines in the city.Barry Richardson II, who lives in the home with his pregnant fiancee, thanked mayor and said he no longer will  have to worry about the lead poisoning  his water.Weaver said the work that started Friday will target lead service lines at homes in neighborhoods with the highest number of children under 6 years old, senior citizens, pregnant women, people with compromised immune systems and homes where water tests indicate high levels of lead at the tap.More than two dozen Democrats, including House Minority Leader Nancy Pelosi, also visited Flint on Friday to hear from families affected by the water crisis. Democratic Rep. Dan Kildee of Michigan said it let lawmakers hear about Flint s problems firsthand and kept up pressure for Congress to act on a stalled bill aimed at helping the city. Kildee criticized Senate Republicans for delaying the bill and noted that lawmakers who have visited Flint in recent weeks were all Democrats.Republican Gov. Rick Snyder, who has repeatedly apologized for the state s response, said it s taking longer than expected to locate all the lead pipes in the city but the state is working to find them.The DEQ has acknowledged that its staffers who worked with Flint misread federal regulations designed to prevent lead and copper pollution of drinking water supplies. Three DEQ employees, including the director, have lost their jobs.Director Keith Creagh said Friday the DEQ appreciates the auditor general s  thorough review  and  is committed to developing and implementing process and program improvements to address the findings in the report. But the DEQ said the federal Lead and Copper Rule was ambiguous, and the auditors agreed, saying it and Michigan s Safe Water Drinking Act needed improvements. Snyder said he d also like to set a higher water quality standard than the federal rule.The audit said the federal rule does not require using indicators such as blood screenings to monitor for human exposure to lead. Sampling of drinking water that does take place relies mostly on samples from single-family residences, leaving out other locations such as schools and hospitals.Additionally, many samples are taken by residents, who might use incorrect procedures, the report said.Other DEQ shortcomings it noted included a failure to ensure that Flint drew enough water samples for testing from high-risk homes with lead pipes or fixtures. The agency said it would  put in place appropriate audit procedures that will increase the confidence and accuracy of water supply submissions. DEQ also does not conduct surveillance visits, sanitary surveys and other monitoring within required time frames, a problem in places other than Flint, the report said. The department said 95 percent of sanitary surveys and 64 percent of surveillance visits meet required deadlines, exceeding goals set by the U.S. Environmental Protection Agency.Via: KMOV",0,1,False,False Negative (Fake predicted as Legit)
"PETTY FAA REBUKES TRUMP THE FAA IS GETTING PETTY AND VINDICTIVE The agency said Thursday it intends to rename three navigation points near Palm Beach International Airport in Florida that currently are named for the billionaire and Republican presidential candidate.It s fairly common for the FAA to name such points, which are used by pilots and air traffic controllers, for local figures. Trump has a home in Palm Beach. In 2010, a local air traffic controller named the points DONLD, TRMMP and UFIRED. The last is a reference to the catchphrase  You re fired  from Trump s reality TV show  The Apprentice. The FAA said in a statement that the agency generally chooses names that are non-controversial.Trump has been under fire for recent statements accusing many immigrants of being drug dealers and rapists.Via: Breitbart News ",0,1,False,False Negative (Fake predicted as Legit)
"#Irma Update: Latest Look as Hurricane Strengthens to Cat 5…’A Great Danger to Florida Keys’ Hurricane Irma is moving a little west. The Category 5 Hurricane ready to hit Florida is first a great danger to the Florida Keys on SUNDAY. Storm surge is expected to be 10-12 feet. Please pray for the people of Florida.IRMA HITS THE KEYS ON SUNDAY:Meteorologists expect the powerful hurricane to hit the Sunshine State between 5am and 7am ET on Sunday.  Obviously Hurricane Irma continues to be a threat that is going to devastate the United States,  Brock Long, administrator of the Federal Emergency Management Agency (FEMA), said at a press conference Friday morning.  We re going to have a couple rough days. The storm was first downgraded from a Category 5 to a Category 4 earlier on Friday morning, but as of 5pm ET on Friday, it is predicted to hit the U.S. as a Category 5. This will only be the fourth time ever a Category 5 has hit US mainland. As of 6.30pm ET Friday, the hurricane is moving west at 12 mph and located 345 miles southeast of Miami. Government officials along with the National Hurricane Center have cautioned that Irma is  extremely dangerous  with maximum sustained winds of 155 mph. That s strong enough to bring down power poles, uproot trees and rip the roofs off of homes. In preparation for what is predicted to be the most powerful hurricane to hit the United States in years, an estimated 1.4million people have been given mandatory evacuation orders in both Florida and Georgia.THE TRAFFIC LEAVING FLORIDA IS BUMPER TO BUMPER:A BUSINESS OWNER CUTTING PRICES INSTEAD OF GOUGING:Read more: DM",0,1,False,False Negative (Fake predicted as Legit)
"OBAMA’S WORLD APOLOGY TOUR To Begin With Vietnam and Japan It s been said that all Presidents get the itch to travel in the last year of their term. Obama s even said the plane is his numero uno favorite thing about being preezy. He gets to fly around on YOUR dime. If that s not bad enough, Obama plans on visiting the site of Hiroshima to stick his thumb in the eye of America. HANOI, Vietnam   As the candidates vying to replace him get increasingly aggressive, President Barack Obama is embarking on a sort of farewell tour to the world.His visit this week to Vietnam and Japan   he arrives Monday Vietnam time   is one of at least seven treks abroad this year. It s a schedule that will take him out of the country almost once a month from March through November, when voters will pick his replacement, and it is not unusual for presidents on their way out the door.In March, he became the first U.S. president in more than 80 years to visit Cuba, and he went on to Argentina on the same trip.In April, Air Force One was bound for Saudi Arabia, the United Kingdom and Germany. In the U.K., his trip took on a wistful tone as he dined with the queen   his only British queen; her 12th U.S. president   toured the Globe Theatre and watched part of  Hamlet.  He also made headlines for his impromptu play date with 2-year-old Prince George   along with a business visit with the prime minister.This week, it s Vietnam   his first visit there   and Japan. After a summit meeting in Japan, he ll become the first sitting U.S. president to visit Hiroshima and the site of the world s first atomic bombing.In June, it s Canada for the pomp and pageantry of a state visit, as well as meetings with the prime minister of Canada and the president of Mexico.In July   as the Democratic and Republicans nominees for president prepare for their national conventions   Obama heads to Poland for a NATO summit. Read more: McClatchy",0,1,False,False Negative (Fake predicted as Legit)
"HERE’S WHY THE UN AND CLIMATE CHANGE GLOBALISTS Are FREAKING OUT Over The Trump Win The U.S. Government spends $22 billion a year to fight the global warming crisis (twice as much as it spends protecting our border). To put that in perspective, that is $41,856 every minute going to global warming initiatives. But that s just the tip of a gargantuan iceberg. According to Forbes columnist Larry Bell, the ripple effect of global warming initiatives actually costs Americans $1.75 trillion . . . every year. The United Nations is not a friend of democracy, it s not a friend to freedom, it s not a friend even to the United States of America,  Trump said during a speech in March to the American Israel Public Affairs Committee.The election of Donald Trump as the next U.S. president was met with disbelief and despondency on Wednesday among some United Nations officials and diplomats amid uncertainty surrounding his foreign policy and likely engagement with the world body.Trump, a Republican, has described the 71-year-old United Nations as weak and incompetent and threatened to pull out of a global deal to combat climate change   a cornerstone of the legacy of U.N. chief Ban Ki-moon, who steps down at the end of 2016 after serving two five-year terms as secretary-general. The United Nations is not a friend of democracy, it s not a friend to freedom, it s not a friend even to the United States of America,  Trump said during a speech in March to the American Israel Public Affairs Committee.The United States is a veto-wielding member of the 15-member U.N. Security Council and the largest financial contributor to the United Nations. Washington owes about $1.1 billion, the United Nations said. Republicans have long been reluctant to pay dues, accusing the world body of waste and bias.Ban said on Wednesday he hoped that the Trump administration would  strengthen the bonds of international cooperation. People everywhere look to the United States to use its remarkable power to help lift humanity up and to work for the common good,  Ban told reporters.Topping the United Nations agenda are conflicts in Syria, Yemen, South Sudan, Iraq and elsewhere, and a refugee and migrant crisis that saw a record 65.3 million people uprooted worldwide last year. More than ever, we need an America that is committed to world affairs, including at the United Nations,  French U.N. Ambassador Francois Delattre said.A senior Security Council diplomat, speaking on condition of anonymity, said Trump s foreign policy had so far  not been very coherent  and his victory did not bode well for the future effectiveness of the council. The assumption is that (a Trump administration) will be less engaged with U.N. than (President Barack) Obama s administration, which was more committed to working for collective solutions than previous U.S. administrations,  the diplomat said.Several U.N. diplomats noted a lack clarity from Trump on foreign policy. We have not really heard a very clear indication of where he is going,  Iraq s U.N. Ambassador Mohamed Ali Alhakim told reporters on Wednesday, adding that he believed the United Nations would remain relevant.The United Nations High Commissioner for Human Rights, Zeid Ra ad al Hussein, last month warned that the world would be in danger if Trump was elected president. Zeid would continue to call out any Trump policies or practices that undermine or violate human rights, his spokesman said.Via: Reuters",0,1,False,False Negative (Fake predicted as Legit)
